Index,Weight,Weight-Category,Type
synImage3160,50.60,50-55,Digital
synImage3161,74.36,70-75,Digital
synImage3162,77.16,75-80,Digital
synImage3163,63.87,60-65,Digital
synImage3164,40.16,40-45,Digital
synImage3165,109.82,105-110,Digital
synImage3166,63.73,60-65,Digital
synImage3167,54.28,50-55,Digital
synImage3168,69.97,65-70,Digital
synImage3169,85.88,85-90,Digital
synImage3170,58.94,55-60,Digital
synImage3171,41.68,40-45,Digital
synImage3172,102.04,100-105,Digital
synImage3173,43.66,40-45,Digital
synImage3174,59.67,55-60,Digital
synImage3175,79.67,75-80,Digital
synImage3176,70.00,70-75,Digital
synImage3177,74.78,70-75,Digital
synImage3178,46.58,45-50,Digital
synImage3179,45.18,45-50,Digital
synImage3180,81.07,80-85,Digital
synImage3181,106.74,105-110,Digital
synImage3182,67.32,65-70,Digital
synImage3183,46.77,45-50,Digital
synImage3184,42.61,40-45,Digital
synImage3185,100.01,100-105,Digital
synImage3186,77.94,75-80,Digital
synImage3187,46.10,45-50,Digital
synImage3188,65.71,65-70,Digital
synImage3189,71.95,70-75,Digital
synImage3190,51.04,50-55,Digital
synImage3191,41.83,40-45,Digital
synImage3192,84.24,80-85,Digital
synImage3193,46.46,45-50,Digital
synImage3194,91.77,90-95,Digital
synImage3195,50.78,50-55,Digital
synImage3196,50.86,50-55,Digital
synImage3197,90.19,90-95,Digital
synImage3198,40.79,40-45,Digital
synImage3199,57.92,55-60,Digital
synImage3200,70.42,70-75,Digital
synImage3201,83.02,80-85,Digital
synImage3202,95.12,95-100,Digital
synImage3203,43.02,40-45,Digital
synImage3204,73.84,70-75,Digital
synImage3205,55.97,55-60,Digital
synImage3206,78.50,75-80,Digital
synImage3207,81.84,80-85,Digital
synImage3208,66.75,65-70,Digital
synImage3209,107.84,105-110,Digital
synImage3210,67.33,65-70,Digital
synImage3211,70.08,70-75,Digital
synImage3212,97.81,95-100,Digital
synImage3213,101.83,100-105,Digital
synImage3214,93.94,90-95,Digital
synImage3215,58.89,55-60,Digital
synImage3216,79.51,75-80,Digital
synImage3217,94.07,90-95,Digital
synImage3218,61.54,60-65,Digital
synImage3219,103.16,100-105,Digital
synImage3220,84.35,80-85,Digital
synImage3221,48.11,45-50,Digital
synImage3222,93.98,90-95,Digital
synImage3223,43.02,40-45,Digital
synImage3224,74.59,70-75,Digital
synImage3225,60.33,60-65,Digital
synImage3226,46.60,45-50,Digital
synImage3227,95.48,95-100,Digital
synImage3228,55.39,55-60,Digital
synImage3229,92.54,90-95,Digital
synImage3230,71.85,70-75,Digital
synImage3231,62.49,60-65,Digital
synImage3232,40.87,40-45,Digital
synImage3233,68.47,65-70,Digital
synImage3234,84.14,80-85,Digital
synImage3235,74.00,70-75,Digital
synImage3236,82.52,80-85,Digital
synImage3237,88.04,85-90,Digital
synImage3238,92.06,90-95,Digital
synImage3239,54.67,50-55,Digital
synImage3240,89.44,85-90,Digital
synImage3241,96.76,95-100,Digital
synImage3242,62.40,60-65,Digital
synImage3243,43.16,40-45,Digital
synImage3244,108.08,105-110,Digital
synImage3245,87.07,85-90,Digital
synImage3246,85.27,85-90,Digital
synImage3247,98.89,95-100,Digital
synImage3248,98.35,95-100,Digital
synImage3249,82.58,80-85,Digital
synImage3250,54.53,50-55,Digital
synImage3251,93.32,90-95,Digital
synImage3252,45.72,45-50,Digital
synImage3253,100.95,100-105,Digital
synImage3254,57.20,55-60,Digital
synImage3255,86.18,85-90,Digital
synImage3256,84.32,80-85,Digital
synImage3257,77.06,75-80,Digital
synImage3258,107.18,105-110,Digital
synImage3259,93.65,90-95,Digital
synImage3260,83.78,80-85,Digital
synImage3261,98.24,95-100,Digital
synImage3262,51.63,50-55,Digital
synImage3263,59.97,55-60,Digital
synImage3264,45.88,45-50,Digital
synImage3265,77.70,75-80,Digital
synImage3266,54.92,50-55,Digital
synImage3267,40.19,40-45,Digital
synImage3268,107.18,105-110,Digital
synImage3269,100.75,100-105,Digital
synImage3270,88.33,85-90,Digital
synImage3271,40.93,40-45,Digital
synImage3272,70.55,70-75,Digital
synImage3273,66.01,65-70,Digital
synImage3274,70.14,70-75,Digital
synImage3275,57.45,55-60,Digital
synImage3276,52.20,50-55,Digital
synImage3277,108.24,105-110,Digital
synImage3278,83.71,80-85,Digital
synImage3279,89.19,85-90,Digital
synImage3280,67.98,65-70,Digital
synImage3281,68.29,65-70,Digital
synImage3282,64.76,60-65,Digital
synImage3283,49.09,45-50,Digital
synImage3284,84.00,80-85,Digital
synImage3285,82.90,80-85,Digital
synImage3286,49.69,45-50,Digital
synImage3287,83.08,80-85,Digital
synImage3288,93.74,90-95,Digital
synImage3289,75.53,75-80,Digital
synImage3290,64.78,60-65,Digital
synImage3291,59.69,55-60,Digital
synImage3292,63.88,60-65,Digital
synImage3293,86.48,85-90,Digital
synImage3294,79.14,75-80,Digital
synImage3295,40.95,40-45,Digital
synImage3296,47.60,45-50,Digital
synImage3297,109.60,105-110,Digital
synImage3298,82.95,80-85,Digital
synImage3299,52.97,50-55,Digital
synImage3300,109.58,105-110,Digital
synImage3301,79.91,75-80,Digital
synImage3302,106.46,105-110,Digital
synImage3303,103.21,100-105,Digital
synImage3304,88.84,85-90,Digital
synImage3305,107.27,105-110,Digital
synImage3306,52.25,50-55,Digital
synImage3307,73.04,70-75,Digital
synImage3308,75.60,75-80,Digital
synImage3309,88.29,85-90,Digital
synImage3310,48.76,45-50,Digital
synImage3311,79.91,75-80,Digital
synImage3312,62.29,60-65,Digital
synImage3313,102.73,100-105,Digital
synImage3314,78.11,75-80,Digital
synImage3315,86.45,85-90,Digital
synImage3316,68.38,65-70,Digital
synImage3317,46.17,45-50,Digital
synImage3318,70.56,70-75,Digital
synImage3319,43.41,40-45,Digital
synImage3320,91.93,90-95,Digital
synImage3321,104.69,100-105,Digital
synImage3322,76.63,75-80,Digital
synImage3323,50.96,50-55,Digital
synImage3324,96.62,95-100,Digital
synImage3325,67.17,65-70,Digital
synImage3326,87.68,85-90,Digital
synImage3327,106.19,105-110,Digital
synImage3328,96.26,95-100,Digital
synImage3329,82.76,80-85,Digital
synImage3330,85.30,85-90,Digital
synImage3331,66.14,65-70,Digital
synImage3332,90.91,90-95,Digital
synImage3333,45.26,45-50,Digital
synImage3334,81.16,80-85,Digital
synImage3335,102.37,100-105,Digital
synImage3336,84.41,80-85,Digital
synImage3337,54.23,50-55,Digital
synImage3338,90.12,90-95,Digital
synImage3339,92.64,90-95,Digital
synImage3340,101.23,100-105,Digital
synImage3341,103.16,100-105,Digital
synImage3342,68.55,65-70,Digital
synImage3343,56.01,55-60,Digital
synImage3344,43.70,40-45,Digital
synImage3345,108.45,105-110,Digital
synImage3346,73.54,70-75,Digital
synImage3347,67.84,65-70,Digital
synImage3348,98.42,95-100,Digital
synImage3349,77.73,75-80,Digital
synImage3350,87.11,85-90,Digital
synImage3351,70.23,70-75,Digital
synImage3352,84.08,80-85,Digital
synImage3353,50.64,50-55,Digital
synImage3354,73.83,70-75,Digital
synImage3355,83.62,80-85,Digital
synImage3356,95.98,95-100,Digital
synImage3357,86.95,85-90,Digital
synImage3358,93.84,90-95,Digital
synImage3359,50.84,50-55,Digital
synImage3360,82.60,80-85,Digital
synImage3361,105.17,105-110,Digital
synImage3362,96.60,95-100,Digital
synImage3363,63.42,60-65,Digital
synImage3364,102.35,100-105,Digital
synImage3365,41.69,40-45,Digital
synImage3366,102.95,100-105,Digital
synImage3367,100.55,100-105,Digital
synImage3368,97.32,95-100,Digital
synImage3369,85.48,85-90,Digital
synImage3370,59.58,55-60,Digital
synImage3371,108.89,105-110,Digital
synImage3372,95.27,95-100,Digital
synImage3373,100.43,100-105,Digital
synImage3374,52.79,50-55,Digital
synImage3375,41.29,40-45,Digital
synImage3376,100.25,100-105,Digital
synImage3377,78.12,75-80,Digital
synImage3378,96.15,95-100,Digital
synImage3379,87.88,85-90,Digital
synImage3380,84.37,80-85,Digital
synImage3381,53.33,50-55,Digital
synImage3382,78.69,75-80,Digital
synImage3383,76.36,75-80,Digital
synImage3384,64.72,60-65,Digital
synImage3385,78.68,75-80,Digital
synImage3386,89.78,85-90,Digital
synImage3387,96.67,95-100,Digital
synImage3388,61.47,60-65,Digital
synImage3389,74.94,70-75,Digital
synImage3390,81.14,80-85,Digital
synImage3391,83.44,80-85,Digital
synImage3392,101.51,100-105,Digital
synImage3393,107.14,105-110,Digital
synImage3394,64.34,60-65,Digital
synImage3395,69.99,65-70,Digital
synImage3396,41.14,40-45,Digital
synImage3397,64.34,60-65,Digital
synImage3398,108.97,105-110,Digital
synImage3399,48.93,45-50,Digital
synImage3400,76.69,75-80,Digital
synImage3401,66.70,65-70,Digital
synImage3402,77.60,75-80,Digital
synImage3403,61.48,60-65,Digital
synImage3404,56.08,55-60,Digital
synImage3405,64.10,60-65,Digital
synImage3406,107.54,105-110,Digital
synImage3407,83.83,80-85,Digital
synImage3408,79.29,75-80,Digital
synImage3409,85.85,85-90,Digital
synImage3410,67.60,65-70,Digital
synImage3411,78.28,75-80,Digital
synImage3412,96.17,95-100,Digital
synImage3413,40.81,40-45,Digital
synImage3414,90.29,90-95,Digital
synImage3415,91.88,90-95,Digital
synImage3416,44.47,40-45,Digital
synImage3417,48.22,45-50,Digital
synImage3418,86.98,85-90,Digital
synImage3419,71.09,70-75,Digital
synImage3420,43.34,40-45,Digital
synImage3421,54.75,50-55,Digital
synImage3422,58.55,55-60,Digital
synImage3423,108.90,105-110,Digital
synImage3424,88.41,85-90,Digital
synImage3425,42.07,40-45,Digital
synImage3426,90.04,90-95,Digital
synImage3427,103.27,100-105,Digital
synImage3428,77.76,75-80,Digital
synImage3429,76.45,75-80,Digital
synImage3430,67.00,65-70,Digital
synImage3431,45.72,45-50,Digital
synImage3432,82.71,80-85,Digital
synImage3433,69.05,65-70,Digital
synImage3434,87.88,85-90,Digital
synImage3435,73.62,70-75,Digital
synImage3436,99.33,95-100,Digital
synImage3437,64.57,60-65,Digital
synImage3438,93.41,90-95,Digital
synImage3439,84.50,80-85,Digital
synImage3440,96.49,95-100,Digital
synImage3441,109.05,105-110,Digital
synImage3442,45.73,45-50,Digital
synImage3443,109.80,105-110,Digital
synImage3444,87.82,85-90,Digital
synImage3445,83.73,80-85,Digital
synImage3446,91.83,90-95,Digital
synImage3447,80.46,80-85,Digital
synImage3448,61.44,60-65,Digital
synImage3449,86.04,85-90,Digital
synImage3450,68.85,65-70,Digital
synImage3451,50.37,50-55,Digital
synImage3452,71.90,70-75,Digital
synImage3453,99.35,95-100,Digital
synImage3454,52.41,50-55,Digital
synImage3455,97.77,95-100,Digital
synImage3456,98.44,95-100,Digital
synImage3457,67.87,65-70,Digital
synImage3458,43.50,40-45,Digital
synImage3459,101.27,100-105,Digital
synImage3460,103.04,100-105,Digital
synImage3461,92.89,90-95,Digital
synImage3462,58.12,55-60,Digital
synImage3463,68.97,65-70,Digital
synImage3464,75.53,75-80,Digital
synImage3465,101.62,100-105,Digital
synImage3466,72.25,70-75,Digital
synImage3467,61.87,60-65,Digital
synImage3468,64.28,60-65,Digital
synImage3469,72.41,70-75,Digital
synImage3470,95.18,95-100,Digital
synImage3471,109.41,105-110,Digital
synImage3472,59.77,55-60,Digital
synImage3473,83.65,80-85,Digital
synImage3474,103.98,100-105,Digital
synImage3475,80.30,80-85,Digital
synImage3476,47.89,45-50,Digital
synImage3477,100.30,100-105,Digital
synImage3478,68.02,65-70,Digital
synImage3479,79.87,75-80,Digital
synImage3480,50.39,50-55,Digital
synImage3481,86.87,85-90,Digital
synImage3482,42.62,40-45,Digital
synImage3483,92.14,90-95,Digital
synImage3484,67.36,65-70,Digital
synImage3485,61.46,60-65,Digital
synImage3486,64.30,60-65,Digital
synImage3487,97.01,95-100,Digital
synImage3488,94.89,90-95,Digital
synImage3489,71.91,70-75,Digital
synImage3490,64.30,60-65,Digital
synImage3491,61.84,60-65,Digital
synImage3492,61.60,60-65,Digital
synImage3493,68.28,65-70,Digital
synImage3494,101.79,100-105,Digital
synImage3495,74.51,70-75,Digital
synImage3496,57.92,55-60,Digital
synImage3497,40.81,40-45,Digital
synImage3498,70.65,70-75,Digital
synImage3499,89.99,85-90,Digital
synImage3500,97.43,95-100,Digital
synImage3501,90.90,90-95,Digital
synImage3502,45.67,45-50,Digital
synImage3503,73.79,70-75,Digital
synImage3504,82.70,80-85,Digital
synImage3505,97.99,95-100,Digital
synImage3506,57.87,55-60,Digital
synImage3507,45.47,45-50,Digital
synImage3508,49.17,45-50,Digital
synImage3509,105.02,105-110,Digital
synImage3510,77.57,75-80,Digital
synImage3511,74.07,70-75,Digital
synImage3512,65.10,65-70,Digital
synImage3513,89.93,85-90,Digital
synImage3514,97.93,95-100,Digital
synImage3515,108.78,105-110,Digital
synImage3516,89.09,85-90,Digital
synImage3517,74.00,70-75,Digital
synImage3518,58.50,55-60,Digital
synImage3519,107.51,105-110,Digital
synImage3520,60.83,60-65,Digital
synImage3521,50.06,50-55,Digital
synImage3522,94.49,90-95,Digital
synImage3523,65.35,65-70,Digital
synImage3524,58.17,55-60,Digital
synImage3525,49.46,45-50,Digital
synImage3526,53.57,50-55,Digital
synImage3527,44.42,40-45,Digital
synImage3528,103.77,100-105,Digital
synImage3529,87.02,85-90,Digital
synImage3530,81.69,80-85,Digital
synImage3531,70.79,70-75,Digital
synImage3532,98.35,95-100,Digital
synImage3533,76.38,75-80,Digital
synImage3534,60.53,60-65,Digital
synImage3535,99.34,95-100,Digital
synImage3536,66.57,65-70,Digital
synImage3537,96.94,95-100,Digital
synImage3538,51.44,50-55,Digital
synImage3539,99.20,95-100,Digital
synImage3540,80.36,80-85,Digital
synImage3541,74.15,70-75,Digital
synImage3542,105.31,105-110,Digital
synImage3543,89.54,85-90,Digital
synImage3544,42.37,40-45,Digital
synImage3545,98.96,95-100,Digital
synImage3546,66.93,65-70,Digital
synImage3547,52.20,50-55,Digital
synImage3548,72.63,70-75,Digital
synImage3549,109.27,105-110,Digital
synImage3550,99.92,95-100,Digital
synImage3551,42.22,40-45,Digital
synImage3552,53.02,50-55,Digital
synImage3553,96.32,95-100,Digital
synImage3554,79.87,75-80,Digital
synImage3555,93.66,90-95,Digital
synImage3556,100.70,100-105,Digital
synImage3557,97.86,95-100,Digital
synImage3558,43.15,40-45,Digital
synImage3559,64.85,60-65,Digital
synImage3560,66.03,65-70,Digital
synImage3561,50.09,50-55,Digital
synImage3562,83.73,80-85,Digital
synImage3563,84.04,80-85,Digital
synImage3564,102.72,100-105,Digital
synImage3565,103.60,100-105,Digital
synImage3566,65.68,65-70,Digital
synImage3567,61.89,60-65,Digital
synImage3568,44.79,40-45,Digital
synImage3569,79.40,75-80,Digital
synImage3570,78.46,75-80,Digital
synImage3571,44.41,40-45,Digital
synImage3572,99.34,95-100,Digital
synImage3573,61.64,60-65,Digital
synImage3574,92.64,90-95,Digital
synImage3575,104.00,100-105,Digital
synImage3576,63.81,60-65,Digital
synImage3577,102.25,100-105,Digital
synImage3578,103.69,100-105,Digital
synImage3579,46.15,45-50,Digital
synImage3580,83.02,80-85,Digital
synImage3581,83.39,80-85,Digital
synImage3582,85.91,85-90,Digital
synImage3583,78.94,75-80,Digital
synImage3584,109.13,105-110,Digital
synImage3585,78.79,75-80,Digital
synImage3586,82.04,80-85,Digital
synImage3587,105.33,105-110,Digital
synImage3588,70.82,70-75,Digital
synImage3589,90.60,90-95,Digital
synImage3590,54.37,50-55,Digital
synImage3591,93.09,90-95,Digital
synImage3592,104.61,100-105,Digital
synImage3593,60.24,60-65,Digital
synImage3594,87.41,85-90,Digital
synImage3595,81.45,80-85,Digital
synImage3596,93.24,90-95,Digital
synImage3597,48.01,45-50,Digital
synImage3598,78.20,75-80,Digital
synImage3599,77.26,75-80,Digital
synImage3600,105.47,105-110,Digital
synImage3601,63.87,60-65,Digital
synImage3602,64.65,60-65,Digital
synImage3603,46.44,45-50,Digital
synImage3604,83.92,80-85,Digital
synImage3605,84.72,80-85,Digital
synImage3606,107.45,105-110,Digital
synImage3607,65.65,65-70,Digital
synImage3608,43.76,40-45,Digital
synImage3609,100.56,100-105,Digital
synImage3610,77.16,75-80,Digital
synImage3611,43.24,40-45,Digital
synImage3612,53.94,50-55,Digital
synImage3613,51.18,50-55,Digital
synImage3614,41.10,40-45,Digital
synImage3615,72.63,70-75,Digital
synImage3616,67.01,65-70,Digital
synImage3617,83.94,80-85,Digital
synImage3618,101.09,100-105,Digital
synImage3619,108.77,105-110,Digital
synImage3620,100.12,100-105,Digital
synImage3621,106.03,105-110,Digital
synImage3622,48.73,45-50,Digital
synImage3623,101.32,100-105,Digital
synImage3624,81.73,80-85,Digital
synImage3625,103.85,100-105,Digital
synImage3626,64.97,60-65,Digital
synImage3627,57.43,55-60,Digital
synImage3628,76.01,75-80,Digital
synImage3629,71.89,70-75,Digital
synImage3630,87.35,85-90,Digital
synImage3631,49.42,45-50,Digital
synImage3632,56.99,55-60,Digital
synImage3633,68.64,65-70,Digital
synImage3634,61.44,60-65,Digital
synImage3635,74.24,70-75,Digital
synImage3636,42.96,40-45,Digital
synImage3637,55.87,55-60,Digital
synImage3638,96.05,95-100,Digital
synImage3639,80.05,80-85,Digital
synImage3640,79.32,75-80,Digital
synImage3641,82.95,80-85,Digital
synImage3642,44.36,40-45,Digital
synImage3643,107.41,105-110,Digital
synImage3644,78.63,75-80,Digital
synImage3645,47.64,45-50,Digital
synImage3646,74.59,70-75,Digital
synImage3647,101.04,100-105,Digital
synImage3648,82.51,80-85,Digital
synImage3649,64.38,60-65,Digital
synImage3650,54.83,50-55,Digital
synImage3651,44.48,40-45,Digital
synImage3652,43.27,40-45,Digital
synImage3653,106.82,105-110,Digital
synImage3654,64.68,60-65,Digital
synImage3655,73.30,70-75,Digital
synImage3656,65.69,65-70,Digital
synImage3657,87.19,85-90,Digital
synImage3658,74.71,70-75,Digital
synImage3659,55.38,55-60,Digital
synImage3660,49.27,45-50,Digital
synImage3661,75.81,75-80,Digital
synImage3662,89.90,85-90,Digital
synImage3663,48.64,45-50,Digital
synImage3664,72.24,70-75,Digital
synImage3665,57.62,55-60,Digital
synImage3666,68.36,65-70,Digital
synImage3667,74.96,70-75,Digital
synImage3668,44.46,40-45,Digital
synImage3669,71.61,70-75,Digital
synImage3670,46.35,45-50,Digital
synImage3671,56.42,55-60,Digital
synImage3672,45.65,45-50,Digital
synImage3673,106.20,105-110,Digital
synImage3674,91.17,90-95,Digital
synImage3675,109.05,105-110,Digital
synImage3676,94.87,90-95,Digital
synImage3677,42.70,40-45,Digital
synImage3678,109.97,105-110,Digital
synImage3679,78.29,75-80,Digital
synImage3680,88.85,85-90,Digital
synImage3681,78.19,75-80,Digital
synImage3682,99.55,95-100,Digital
synImage3683,40.89,40-45,Digital
synImage3684,107.98,105-110,Digital
synImage3685,102.07,100-105,Digital
synImage3686,100.99,100-105,Digital
synImage3687,65.21,65-70,Digital
synImage3688,79.23,75-80,Digital
synImage3689,96.80,95-100,Digital
synImage3690,52.63,50-55,Digital
synImage3691,42.49,40-45,Digital
synImage3692,46.24,45-50,Digital
synImage3693,70.33,70-75,Digital
synImage3694,67.96,65-70,Digital
synImage3695,59.30,55-60,Digital
synImage3696,40.15,40-45,Digital
synImage3697,102.39,100-105,Digital
synImage3698,80.93,80-85,Digital
synImage3699,84.78,80-85,Digital
synImage3700,96.63,95-100,Digital
synImage3701,97.99,95-100,Digital
synImage3702,64.15,60-65,Digital
synImage3703,98.40,95-100,Digital
synImage3704,75.57,75-80,Digital
synImage3705,40.34,40-45,Digital
synImage3706,53.79,50-55,Digital
synImage3707,67.53,65-70,Digital
synImage3708,59.44,55-60,Digital
synImage3709,103.30,100-105,Digital
synImage3710,92.53,90-95,Digital
synImage3711,73.10,70-75,Digital
synImage3712,64.61,60-65,Digital
synImage3713,41.63,40-45,Digital
synImage3714,60.18,60-65,Digital
synImage3715,51.05,50-55,Digital
synImage3716,104.12,100-105,Digital
synImage3717,90.90,90-95,Digital
synImage3718,56.38,55-60,Digital
synImage3719,80.04,80-85,Digital
synImage3720,107.44,105-110,Digital
synImage3721,64.59,60-65,Digital
synImage3722,84.79,80-85,Digital
synImage3723,74.44,70-75,Digital
synImage3724,60.67,60-65,Digital
synImage3725,105.56,105-110,Digital
synImage3726,79.36,75-80,Digital
synImage3727,88.98,85-90,Digital
synImage3728,76.92,75-80,Digital
synImage3729,98.95,95-100,Digital
synImage3730,68.72,65-70,Digital
synImage3731,45.04,45-50,Digital
synImage3732,70.45,70-75,Digital
synImage3733,84.72,80-85,Digital
synImage3734,109.52,105-110,Digital
synImage3735,104.73,100-105,Digital
synImage3736,63.52,60-65,Digital
synImage3737,61.23,60-65,Digital
synImage3738,56.65,55-60,Digital
synImage3739,71.77,70-75,Digital
synImage3740,63.40,60-65,Digital
synImage3741,62.72,60-65,Digital
synImage3742,69.42,65-70,Digital
synImage3743,74.02,70-75,Digital
synImage3744,57.19,55-60,Digital
synImage3745,66.36,65-70,Digital
synImage3746,76.99,75-80,Digital
synImage3747,76.40,75-80,Digital
synImage3748,71.90,70-75,Digital
synImage3749,41.57,40-45,Digital
synImage3750,98.80,95-100,Digital
synImage3751,91.68,90-95,Digital
synImage3752,53.56,50-55,Digital
synImage3753,86.74,85-90,Digital
synImage3754,49.56,45-50,Digital
synImage3755,81.87,80-85,Digital
synImage3756,52.91,50-55,Digital
synImage3757,66.11,65-70,Digital
synImage3758,77.97,75-80,Digital
synImage3759,72.16,70-75,Digital
synImage3760,59.60,55-60,Digital
synImage3761,98.93,95-100,Digital
synImage3762,84.06,80-85,Digital
synImage3763,54.32,50-55,Digital
synImage3764,56.69,55-60,Digital
synImage3765,53.96,50-55,Digital
synImage3766,54.32,50-55,Digital
synImage3767,86.34,85-90,Digital
synImage3768,86.02,85-90,Digital
synImage3769,93.59,90-95,Digital
synImage3770,50.94,50-55,Digital
synImage3771,107.50,105-110,Digital
synImage3772,51.16,50-55,Digital
synImage3773,54.64,50-55,Digital
synImage3774,54.09,50-55,Digital
synImage3775,105.71,105-110,Digital
synImage3776,44.64,40-45,Digital
synImage3777,80.54,80-85,Digital
synImage3778,54.49,50-55,Digital
synImage3779,91.38,90-95,Digital
synImage3780,104.86,100-105,Digital
synImage3781,73.82,70-75,Digital
synImage3782,75.17,75-80,Digital
synImage3783,41.93,40-45,Digital
synImage3784,79.55,75-80,Digital
synImage3785,59.03,55-60,Digital
synImage3786,82.90,80-85,Digital
synImage3787,77.97,75-80,Digital
synImage3788,41.02,40-45,Digital
synImage3789,66.82,65-70,Digital
synImage3790,99.62,95-100,Digital
synImage3791,41.49,40-45,Digital
synImage3792,80.77,80-85,Digital
synImage3793,86.53,85-90,Digital
synImage3794,78.51,75-80,Digital
synImage3795,57.90,55-60,Digital
synImage3796,53.45,50-55,Digital
synImage3797,96.14,95-100,Digital
synImage3798,72.89,70-75,Digital
synImage3799,106.36,105-110,Digital
synImage3800,83.09,80-85,Digital
synImage3801,51.07,50-55,Digital
synImage3802,63.27,60-65,Digital
synImage3803,46.70,45-50,Digital
synImage3804,107.01,105-110,Digital
synImage3805,72.75,70-75,Digital
synImage3806,88.97,85-90,Digital
synImage3807,79.26,75-80,Digital
synImage3808,99.54,95-100,Digital
synImage3809,50.56,50-55,Digital
synImage3810,95.30,95-100,Digital
synImage3811,75.82,75-80,Digital
synImage3812,52.10,50-55,Digital
synImage3813,47.94,45-50,Digital
synImage3814,104.38,100-105,Digital
synImage3815,88.27,85-90,Digital
synImage3816,65.25,65-70,Digital
synImage3817,104.58,100-105,Digital
synImage3818,53.80,50-55,Digital
synImage3819,74.92,70-75,Digital
synImage3820,80.54,80-85,Digital
synImage3821,79.11,75-80,Digital
synImage3822,88.64,85-90,Digital
synImage3823,63.56,60-65,Digital
synImage3824,109.56,105-110,Digital
synImage3825,51.64,50-55,Digital
synImage3826,98.40,95-100,Digital
synImage3827,94.91,90-95,Digital
synImage3828,69.82,65-70,Digital
synImage3829,73.20,70-75,Digital
synImage3830,102.58,100-105,Digital
synImage3831,102.57,100-105,Digital
synImage3832,72.28,70-75,Digital
synImage3833,80.36,80-85,Digital
synImage3834,54.20,50-55,Digital
synImage3835,88.25,85-90,Digital
synImage3836,99.28,95-100,Digital
synImage3837,90.92,90-95,Digital
synImage3838,101.06,100-105,Digital
synImage3839,83.07,80-85,Digital
synImage3840,89.68,85-90,Digital
synImage3841,60.40,60-65,Digital
synImage3842,49.96,45-50,Digital
synImage3843,58.72,55-60,Digital
synImage3844,55.27,55-60,Digital
synImage3845,94.84,90-95,Digital
synImage3846,58.24,55-60,Digital
synImage3847,46.86,45-50,Digital
synImage3848,40.05,40-45,Digital
synImage3849,55.32,55-60,Digital
synImage3850,68.99,65-70,Digital
synImage3851,95.84,95-100,Digital
synImage3852,59.03,55-60,Digital
synImage3853,57.51,55-60,Digital
synImage3854,96.92,95-100,Digital
synImage3855,88.43,85-90,Digital
synImage3856,55.30,55-60,Digital
synImage3857,109.93,105-110,Digital
synImage3858,91.39,90-95,Digital
synImage3859,61.60,60-65,Digital
synImage3860,102.07,100-105,Digital
synImage3861,73.28,70-75,Digital
synImage3862,51.97,50-55,Digital
synImage3863,86.98,85-90,Digital
synImage3864,105.72,105-110,Digital
synImage3865,53.23,50-55,Digital
synImage3866,62.92,60-65,Digital
synImage3867,72.35,70-75,Digital
synImage3868,48.72,45-50,Digital
synImage3869,74.90,70-75,Digital
synImage3870,67.11,65-70,Digital
synImage3871,74.70,70-75,Digital
synImage3872,90.77,90-95,Digital
synImage3873,75.14,75-80,Digital
synImage3874,101.14,100-105,Digital
synImage3875,78.31,75-80,Digital
synImage3876,83.31,80-85,Digital
synImage3877,84.54,80-85,Digital
synImage3878,57.07,55-60,Digital
synImage3879,101.71,100-105,Digital
synImage3880,74.95,70-75,Digital
synImage3881,58.29,55-60,Digital
synImage3882,42.11,40-45,Digital
synImage3883,103.86,100-105,Digital
synImage3884,89.22,85-90,Digital
synImage3885,42.39,40-45,Digital
synImage3886,65.90,65-70,Digital
synImage3887,95.95,95-100,Digital
synImage3888,53.07,50-55,Digital
synImage3889,62.43,60-65,Digital
synImage3890,43.96,40-45,Digital
synImage3891,77.46,75-80,Digital
synImage3892,72.78,70-75,Digital
synImage3893,98.22,95-100,Digital
synImage3894,93.80,90-95,Digital
synImage3895,78.62,75-80,Digital
synImage3896,61.14,60-65,Digital
synImage3897,65.96,65-70,Digital
synImage3898,90.02,90-95,Digital
synImage3899,63.84,60-65,Digital
synImage3900,96.18,95-100,Digital
synImage3901,59.27,55-60,Digital
synImage3902,42.06,40-45,Digital
synImage3903,55.48,55-60,Digital
synImage3904,50.86,50-55,Digital
synImage3905,99.35,95-100,Digital
synImage3906,103.88,100-105,Digital
synImage3907,54.11,50-55,Digital
synImage3908,53.83,50-55,Digital
synImage3909,82.48,80-85,Digital
synImage3910,83.49,80-85,Digital
synImage3911,82.17,80-85,Digital
synImage3912,56.53,55-60,Digital
synImage3913,44.60,40-45,Digital
synImage3914,49.03,45-50,Digital
synImage3915,44.80,40-45,Digital
synImage3916,74.74,70-75,Digital
synImage3917,85.33,85-90,Digital
synImage3918,82.10,80-85,Digital
synImage3919,88.06,85-90,Digital
synImage3920,61.73,60-65,Digital
synImage3921,93.65,90-95,Digital
synImage3922,81.33,80-85,Digital
synImage3923,102.74,100-105,Digital
synImage3924,91.85,90-95,Digital
synImage3925,57.15,55-60,Digital
synImage3926,42.03,40-45,Digital
synImage3927,71.13,70-75,Digital
synImage3928,98.70,95-100,Digital
synImage3929,55.01,55-60,Digital
synImage3930,96.83,95-100,Digital
synImage3931,49.49,45-50,Digital
synImage3932,63.37,60-65,Digital
synImage3933,96.03,95-100,Digital
synImage3934,73.92,70-75,Digital
synImage3935,81.77,80-85,Digital
